Country,Edition,Fixed-line broadband subscribers,Mobile subscribers,Gender gap in internet access,Gender gap in mobile phone access,Average mobile latency,Bandwidth capacity,Internet exchange points,Urban electricity access,Rural electricity access,Smartphone cost (handset),"Average revenue per user (ARPU, annualized)",e-Entertainment usage,Nominal GDP,Population,Urban population,GNI per capita,GINI coefficient,Population under the poverty line,Total electricity access,Percentage of schools with Internet access,Global Peace Index,Democracy Index,Internet users (population),Offline population,Internet access gender gap,Mobile phone access gender gap,Internet users (percent of population),Male internet users,Female internet users,Male mobile phone subscribers,Female mobile phone subscribers,Total fixed line broadband subscribers,Year,Income Class,Mobile subscribers (Percentage),Offline population (Percentage)
Poland,E4,20.7,127.3,2.6,-1.1,39.44,22886.0,2.35,100.0,100.0,62.0,109.1,86.0,595.8,37.9,60.1,14150,29.7,0.2,100.0,100.0,1.6,6.7,29.4,8.52,2.0,-1.0,77.5,78.0,76.0,92.0,93.0,7851422,2020,High Income,3.3588390501319263,22.480211081794195
Poland,E5,20.54,127.7,7.9,0.0,34.62,22886.0,2.11,100.0,100.0,68.6,108.0,92.0,602.9,37.8,60.0,15200,29.7,0.2,100.0,100.0,1.7,6.6,32.02,5.87,6.0,0.0,84.5,76.0,70.0,92.0,92.0,7797605,2021,High Income,3.3783068783068786,15.529100529100532
Portugal,E1,30.31,113.0,,,57.0,47779.0,0.96,99.99,100.0,71.6,138.7,,206.4,10.3,63.5,20440,35.2,0.2,100.0,89.1,2.0,7.8,7.12,3.25,,,68.6,,,97.0,93.0,3142188,2017,High Income,10.970873786407767,31.553398058252423
Portugal,E2,32.69,112.1,14.8,7.2,43.26,53633.0,0.97,100.0,100.0,70.4,142.6,94.0,221.3,10.3,64.1,19930,33.8,0.3,100.0,100.0,1.3,7.9,7.28,3.06,12.0,7.0,70.4,81.0,69.0,97.0,90.0,3375597,2018,High Income,10.883495145631066,29.708737864077666
Portugal,E3,34.74,114.3,8.8,9.3,34.73,53079.0,0.97,100.0,100.0,75.0,140.1,100.0,242.4,10.3,64.6,20050,33.8,0.2,100.0,100.0,1.3,7.8,7.61,2.7,7.0,9.0,73.8,80.0,73.0,97.0,88.0,3574638,2019,High Income,11.097087378640776,26.21359223300971
Portugal,E4,36.9,115.6,14.4,6.2,33.16,68283.0,1.94,100.0,100.0,73.3,136.0,98.0,238.8,10.3,65.2,21990,33.8,0.2,100.0,100.0,1.2,7.8,7.68,2.61,13.0,6.0,74.7,90.0,77.0,97.0,91.0,3784684,2020,High Income,11.223300970873785,25.339805825242717
Portugal,E5,38.8,116.5,5.5,6.2,31.56,75025.0,2.92,100.0,100.0,73.3,133.9,82.4,217.5,10.3,65.8,23080,33.8,0.2,100.0,100.0,1.2,8.0,7.74,2.53,5.0,6.0,75.3,91.0,86.0,96.0,90.0,3967687,2021,High Income,11.310679611650485,24.5631067961165
Qatar,E1,9.27,145.8,,,56.0,65564.0,0.0,99.9,99.9,100.0,392.2,,151.7,2.7,98.9,72690,34.4,0.2,100.0,59.8,2.3,3.2,2.38,0.18,,,92.9,,,95.5,89.9,237774,2017,High Income,54.0,6.666666666666667
Qatar,E2,9.56,137.6,2.6,4.9,40.54,78417.0,0.0,100.0,98.5,100.0,379.4,94.0,166.9,2.7,99.0,64010,41.1,0.1,100.0,59.8,1.7,3.2,2.52,0.13,2.4,4.5,95.1,94.1,91.7,94.1,89.5,253718,2018,High Income,50.962962962962955,4.814814814814815
Qatar,E3,9.42,146.4,2.6,6.0,35.25,85922.0,0.0,100.0,98.5,97.4,381.9,73.6,191.4,2.8,99.1,58610,34.4,0.0,100.0,100.0,1.9,3.2,2.65,0.07,2.4,5.4,97.4,94.1,91.7,93.7,88.4,256560,2019,High Income,52.28571428571429,2.5000000000000004
Qatar,E4,9.63,141.9,2.6,4.7,29.28,106060.0,0.0,100.0,100.0,100.0,378.2,94.0,183.5,2.8,99.1,61150,34.4,0.5,100.0,100.0,1.7,3.2,2.77,0.01,2.4,0.5,99.7,94.1,91.7,93.1,88.5,267906,2020,High Income,50.67857142857143,0.35714285714285715
Qatar,E5,10.05,138.3,0.7,0.2,24.94,136665.0,3.53,100.0,98.3,100.0,345.2,92.7,158.9,2.9,99.2,63410,34.4,0.5,100.0,100.0,1.6,3.2,2.82,0.01,0.7,0.2,99.7,100.0,99.3,99.3,99.1,284679,2021,High Income,47.6896551724138,0.3448275862068966
Romania,E1,21.39,116.0,,,70.0,45451.0,1.54,100.0,100.0,58.4,76.3,,188.5,19.8,53.9,9650,34.4,2.8,99.1,80.2,1.6,6.7,11.11,8.81,,,55.8,,,87.0,85.0,4262132,2017,Upper-Middle Income,5.858585858585858,44.494949494949495
Romania,E2,22.48,115.7,4.6,4.5,40.43,49238.0,1.52,100.0,100.0,59.2,78.7,98.0,211.7,19.7,53.9,9650,36.0,1.9,100.0,80.2,1.6,6.6,11.78,8.02,3.0,4.0,59.5,65.0,62.0,89.0,85.0,4449500,2018,Upper-Middle Income,5.873096446700508,40.71065989847716
Romania,E3,24.19,114.0,4.5,3.4,35.74,49885.0,1.52,100.0,100.0,62.8,81.1,94.1,241.6,19.5,53.9,10110,36.0,1.2,100.0,78.3,1.6,6.4,12.53,7.13,3.0,3.0,63.7,66.0,63.0,89.0,86.0,4753400,2019,Upper-Middle Income,5.846153846153846,36.56410256410256
Romania,E4,26.09,116.0,11.5,0.0,33.64,49885.0,2.05,100.0,100.0,57.1,80.0,98.0,250.1,19.4,54.0,11430,36.0,1.4,100.0,78.3,1.6,6.4,13.79,5.72,9.0,0.0,70.7,78.0,69.0,89.0,89.0,5087000,2020,Upper-Middle Income,5.979381443298969,29.48453608247423
Romania,E5,27.25,117.1,9.5,4.3,34.09,49885.0,1.55,100.0,100.0,66.2,82.0,90.0,242.2,19.2,54.1,12630,36.0,1.4,100.0,78.3,1.5,6.5,14.26,5.1,7.0,4.0,73.7,74.0,67.0,94.0,90.0,5277600,2021,High Income,6.098958333333333,26.5625
Russia,E1,18.54,156.8,,,85.0,27553.0,1.02,100.0,100.0,63.6,57.1,,1274.8,148.3,74.0,11780,36.8,0.0,100.0,80.0,3.1,3.3,103.77,44.26,,,70.1,,,95.0,94.0,26881463,2017,Upper-Middle Income,1.057316250842886,29.844908968307482
Russia,E2,18.95,157.7,1.3,0.0,62.42,52919.0,1.36,100.0,100.0,63.6,55.7,90.0,1572.9,148.6,74.2,9730,37.2,0.0,100.0,80.0,3.0,3.2,108.41,39.91,1.0,0.0,73.1,76.0,75.0,96.0,96.0,27522702,2018,Upper-Middle Income,1.0612382234185733,26.857335127860026
Russia,E3,21.37,156.2,5.1,-1.0,53.82,68026.0,1.63,100.0,100.0,63.6,58.0,92.0,1667.2,148.8,74.3,9210,37.5,0.0,100.0,80.0,3.2,3.2,112.93,35.65,4.0,-1.0,76.0,78.0,74.0,96.0,97.0,31103235,2019,Upper-Middle Income,1.0497311827956988,23.958333333333332
Russia,E4,22.0,157.4,5.2,1.0,50.58,64072.0,1.75,100.0,100.0,63.6,61.3,86.0,1699.3,148.9,74.4,10250,37.5,0.0,100.0,80.0,3.1,2.9,120.3,28.47,4.0,1.0,80.9,77.0,73.0,96.0,95.0,32062780,2020,Upper-Middle Income,1.0570852921423775,19.12021490933512
Russia,E5,22.52,164.4,3.8,-1.1,47.47,62843.0,1.41,99.72,100.0,73.5,63.1,98.0,1431.0,149.0,74.6,11260,37.5,0.0,100.0,80.0,3.0,3.1,123.06,25.85,3.0,-1.0,82.6,78.0,75.0,94.0,95.0,33028695,2021,Upper-Middle Income,1.1033557046979867,17.348993288590606
Rwanda,E1,0.19,77.0,,,167.0,6188.0,0.86,67.0,4.7,18.0,17.2,,8.7,11.7,17.0,750,43.7,20.7,29.37,18.0,2.3,3.1,2.05,9.32,,,18.0,,,54.0,41.0,21125,2017,Low Income,6.581196581196582,79.65811965811966
Rwanda,E2,0.19,76.5,52.6,26.2,74.46,8152.0,0.84,71.8,12.29,21.9,16.4,88.0,9.3,12.0,17.1,750,43.7,20.7,34.1,19.0,2.2,3.1,2.33,9.34,10.0,16.0,20.0,19.0,9.0,61.0,45.0,21721,2018,Low Income,6.375,77.83333333333333
Rwanda,E3,0.18,73.6,46.7,20.4,55.12,8850.0,0.82,69.35,37.19,23.0,17.0,86.0,9.6,12.3,17.1,740,43.7,20.2,34.72,41.3,2.1,3.2,2.61,9.37,7.0,11.0,21.8,15.0,8.0,54.0,43.0,21780,2019,Low Income,5.983739837398373,76.17886178861788
Rwanda,E4,0.06,78.9,33.3,20.0,41.54,8850.0,0.81,76.0,43.5,3.3,16.7,92.0,10.1,12.6,17.2,780,43.7,20.2,34.72,41.3,2.1,3.4,2.61,9.37,5.0,11.0,21.8,15.0,10.0,55.0,44.0,7501,2020,Low Income,6.261904761904763,74.36507936507935
Rwanda,E5,0.07,76.5,46.7,27.9,43.51,8850.0,0.79,76.0,47.7,18.3,18.3,72.0,11.1,13.0,17.3,820,43.7,20.2,34.72,60.7,2.0,3.2,2.61,9.37,7.0,17.0,21.8,15.0,8.0,61.0,44.0,8885,2021,Low Income,5.884615384615385,72.07692307692307
Saudi Arabia,E1,19.97,166.5,,,77.0,83581.0,0.0,99.8,97.6,36.5,240.0,,644.9,31.8,83.2,23710,45.9,0.2,99.9,80.0,2.3,1.9,21.51,9.39,,,69.6,,,99.0,97.0,6335557,2017,High Income,5.235849056603773,29.528301886792452
Saudi Arabia,E2,19.72,147.7,-4.7,4.2,64.45,117678.0,0.0,99.78,97.56,37.6,257.9,96.0,688.6,32.6,83.4,21610,45.9,0.2,99.93,80.0,2.5,1.9,23.8,7.99,-4.0,4.0,74.9,85.0,89.0,96.0,92.0,6397541,2018,High Income,4.530674846625766,24.50920245398773
Saudi Arabia,E3,20.1,121.5,0.0,1.0,54.2,162864.0,0.31,99.78,97.56,65.1,271.9,76.9,786.5,33.4,83.6,19990,45.9,0.0,100.0,80.0,2.4,1.9,30.71,1.9,0.0,1.0,94.2,85.0,85.0,100.0,99.0,6653291,2019,High Income,3.637724550898204,5.688622754491018
Saudi Arabia,E4,20.24,122.6,0.0,3.0,42.86,248839.0,0.6,100.0,99.2,61.8,297.8,96.0,793.0,34.2,83.8,21600,45.9,0.5,100.0,100.0,2.5,1.9,31.18,2.24,0.0,3.0,93.3,89.0,89.0,100.0,97.0,6821873,2020,High Income,3.5847953216374266,6.549707602339182
Saudi Arabia,E5,19.85,120.5,0.0,2.0,41.32,299866.0,0.58,99.8,97.5,44.6,332.4,94.0,703.9,35.0,84.1,22850,45.9,0.5,100.0,100.0,2.4,1.9,32.76,1.46,0.0,2.0,95.7,94.0,94.0,100.0,98.0,6801949,2021,High Income,3.442857142857143,4.171428571428571
Senegal,E1,0.69,102.6,,,185.0,6478.0,0.0,89.8,28.0,30.6,50.6,,19.0,15.0,45.9,1320,40.3,12.8,64.5,5.0,2.0,6.1,3.94,10.64,,,27.0,,,68.0,58.0,100611,2017,Lower-Middle Income,6.84,70.93333333333334
Senegal,E2,0.66,101.3,21.2,12.3,100.75,7224.0,0.0,90.0,43.49,35.2,50.4,88.0,20.9,15.4,46.3,1270,40.3,12.8,61.7,5.0,1.9,6.2,3.85,11.14,7.0,10.0,25.7,33.0,26.0,81.0,71.0,98353,2018,Lower-Middle Income,6.577922077922078,72.33766233766235
Senegal,E3,0.73,102.2,21.4,2.8,66.19,6804.0,0.63,90.0,43.49,31.1,49.5,72.0,23.2,15.8,46.7,1280,40.3,12.8,66.96,83.2,1.8,6.1,4.57,10.85,6.0,2.0,29.6,28.0,22.0,71.0,69.0,111795,2019,Lower-Middle Income,6.468354430379747,68.67088607594937
Senegal,E4,0.82,104.5,5.0,10.1,48.1,6804.0,0.61,92.8,47.2,29.9,48.9,96.0,23.2,16.3,47.2,1400,40.3,12.8,66.96,83.2,1.8,6.1,4.57,10.85,2.0,8.0,29.6,40.0,38.0,79.0,71.0,129820,2020,Lower-Middle Income,6.411042944785276,66.56441717791411
Senegal,E5,0.93,109.7,21.7,8.6,41.07,6804.0,0.0,93.6,49.8,37.1,46.2,82.0,23.9,16.7,47.7,1450,40.3,12.8,66.96,46.3,1.8,5.8,4.57,10.85,10.0,7.0,29.6,46.0,36.0,81.0,74.0,152047,2021,Lower-Middle Income,6.568862275449102,64.97005988023952
Sierra Leone,E1,0.49,78.9,,,142.5,,0.0,10.5,1.4,12.6,39.5,,3.7,7.3,40.8,550,34.0,16.7,20.3,20.2,2.2,4.6,0.46,6.72,,,6.3,,,52.0,41.0,113806,2017,Low Income,10.808219178082194,92.05479452054794
Sierra Leone,E2,0.55,85.7,52.9,25.0,96.78,,0.0,12.0,5.63,9.8,39.6,,3.7,7.5,41.2,490,34.0,16.7,23.4,21.7,2.2,4.6,0.86,6.47,9.0,14.0,11.8,17.0,8.0,56.0,42.0,117213,2018,Low Income,11.426666666666668,86.26666666666665
Sierra Leone,E3,0.54,88.5,56.2,18.0,90.58,12537.0,0.0,18.57,20.2,11.4,40.4,86.0,4.1,7.7,41.6,520,35.7,16.7,26.1,3.0,1.7,4.7,0.99,6.5,9.0,9.0,13.2,16.0,7.0,50.0,41.0,121841,2019,Low Income,11.493506493506493,84.4155844155844
Sierra Leone,E4,0.68,83.1,26.3,17.3,47.33,12537.0,0.0,55.0,3.4,15.2,39.7,86.0,3.9,7.8,42.1,490,35.7,16.7,26.1,4.2,1.8,4.7,0.99,6.5,5.0,9.0,13.2,19.0,14.0,52.0,43.0,134404,2020,Low Income,10.653846153846153,83.33333333333334
Sierra Leone,E5,0.65,86.1,26.3,25.9,33.78,12537.0,0.0,52.2,5.8,17.0,39.2,80.0,4.5,8.0,42.5,500,35.7,10.7,26.1,4.2,1.8,4.9,0.99,6.5,5.0,14.0,13.2,19.0,14.0,54.0,40.0,157308,2021,Low Income,10.7625,81.25
Singapore,E1,26.58,147.2,,,143.0,769488.0,9.03,100.0,100.0,82.6,364.2,,318.6,5.6,100.0,53160,45.9,0.3,100.0,100.0,1.5,6.1,4.37,1.16,,,79.0,,,96.0,95.0,1486200,2017,High Income,26.285714285714285,20.71428571428571
Singapore,E2,28.16,149.7,4.5,6.2,36.65,816819.0,10.7,100.0,100.0,85.2,349.8,88.5,341.9,5.6,100.0,53020,45.9,0.5,100.0,100.0,1.5,6.4,4.74,0.87,4.0,6.0,84.5,88.0,84.0,97.0,91.0,1591900,2018,High Income,26.732142857142858,15.535714285714286
Singapore,E3,25.85,146.8,1.2,3.2,29.27,954244.0,10.69,100.0,100.0,83.0,339.7,92.3,373.2,5.6,100.0,54320,45.9,0.5,100.0,100.0,1.4,6.3,4.74,0.87,1.0,3.0,84.5,85.0,84.0,95.0,92.0,1475700,2019,High Income,26.21428571428572,15.535714285714286
Singapore,E4,25.94,148.8,2.3,1.0,27.2,954244.0,10.64,100.0,100.0,70.4,271.7,88.0,372.1,5.7,100.0,57900,45.9,0.2,100.0,100.0,1.3,6.4,4.97,0.67,2.0,1.0,88.2,88.0,86.0,96.0,95.0,1493600,2020,High Income,26.105263157894736,11.75438596491228
Singapore,E5,25.91,155.6,4.4,0.0,23.43,954244.0,12.27,100.0,100.0,100.0,246.2,76.5,338.1,5.7,100.0,59590,45.9,0.3,100.0,100.0,1.3,6.0,5.07,0.63,4.0,0.0,88.9,91.0,87.0,96.0,96.0,1498100,2021,High Income,27.298245614035086,11.052631578947368
Slovakia,E1,23.43,122.8,,,51.0,41438.0,0.0,99.99,100.0,59.3,166.2,,89.7,5.4,53.9,17670,25.2,0.4,100.0,89.1,2.0,7.3,4.22,1.22,,,77.6,,,91.0,91.0,1273812,2017,High Income,22.74074074074074,22.59259259259259
Slovakia,E2,24.56,128.4,12.3,5.4,42.46,52537.0,0.0,100.0,100.0,59.8,160.1,,95.4,5.4,53.8,16790,25.2,0.3,100.0,99.9,1.8,7.3,4.38,1.06,10.0,5.0,80.5,81.0,71.0,93.0,88.0,1336541,2018,High Income,23.77777777777778,19.62962962962963
Slovakia,E3,25.79,130.7,6.3,4.2,38.33,77699.0,0.0,100.0,100.0,56.8,163.8,,105.9,5.5,53.8,16580,25.2,1.2,100.0,99.9,1.8,7.2,4.45,1.0,5.0,4.0,81.6,79.0,74.0,96.0,92.0,1404751,2019,High Income,23.763636363636362,18.181818181818183
Slovakia,E4,27.65,132.8,3.8,2.1,35.11,96326.0,1.83,100.0,100.0,62.9,148.4,94.0,105.4,5.5,53.7,18330,25.2,1.2,100.0,99.9,1.5,7.1,4.39,1.07,3.0,2.0,80.4,80.0,77.0,96.0,94.0,1507998,2020,High Income,24.145454545454548,19.454545454545453
Slovakia,E5,29.05,135.6,2.5,-3.3,29.28,70446.0,3.67,100.0,100.0,67.0,147.6,82.0,98.5,5.5,53.7,19320,25.2,1.2,100.0,99.9,1.6,7.2,4.52,0.94,2.0,-3.0,82.9,81.0,79.0,92.0,95.0,1585092,2021,High Income,24.654545454545453,17.09090909090909
South Africa,E1,2.54,158.9,,,58.0,15301.0,1.47,90.0,77.3,54.1,87.1,,296.7,56.2,64.8,6050,63.0,6.2,84.2,67.0,2.3,7.6,28.76,26.63,,,51.9,,,79.0,72.0,1409347,2017,Upper-Middle Income,2.8274021352313166,47.38434163701067
South Africa,E2,2.05,146.6,5.5,-2.4,43.58,17354.0,1.25,86.96,82.8,55.4,84.9,78.2,349.8,57.0,65.3,5470,63.0,6.2,84.4,67.0,2.3,7.4,30.35,25.86,3.0,-2.0,54.0,55.0,52.0,82.0,84.0,1150770,2018,Upper-Middle Income,2.5719298245614035,45.36842105263158
South Africa,E3,1.97,155.2,2.1,0.0,39.68,10468.0,1.23,84.2,84.2,55.0,83.3,72.0,368.2,57.8,65.8,5410,63.0,6.2,91.23,61.6,2.3,7.2,32.02,24.99,1.0,0.0,56.2,48.0,47.0,79.0,79.0,1123189,2019,Upper-Middle Income,2.685121107266436,43.23529411764706
South Africa,E4,1.92,159.9,6.4,-3.9,38.32,10468.0,1.21,96.2,92.3,60.3,78.5,86.0,351.6,58.6,66.4,5750,63.0,6.2,91.23,61.6,2.4,7.2,32.02,24.99,3.0,-3.0,56.2,47.0,44.0,77.0,80.0,1107013,2020,Upper-Middle Income,2.7286689419795223,42.64505119453925
South Africa,E5,2.14,165.6,25.0,2.4,35.17,10468.0,1.2,95.3,92.4,59.9,79.8,90.4,303.1,59.3,66.9,6040,63.0,6.2,91.23,61.6,2.3,7.2,32.02,24.99,15.0,2.0,56.2,60.0,45.0,84.0,82.0,1250356,2021,Upper-Middle Income,2.7925801011804383,42.14165261382799
South Korea,E1,39.4,116.0,,,100.0,45777.0,0.4,100.0,100.0,61.7,374.4,,1499.7,51.0,81.6,28720,31.6,0.1,100.0,100.0,1.9,8.0,45.69,5.14,,,89.9,,,94.0,94.0,20024419,2017,High Income,2.2745098039215685,10.07843137254902
South Korea,E2,40.32,120.2,8.1,0.0,42.99,53107.0,0.39,100.0,100.0,61.9,364.8,94.0,1623.1,51.1,81.6,29330,31.6,0.1,100.0,100.0,1.8,7.9,47.33,3.65,7.0,0.0,92.8,86.0,79.0,94.0,94.0,20555683,2018,High Income,2.352250489236791,7.142857142857142
South Korea,E3,41.48,124.6,9.1,1.0,36.52,69734.0,0.39,100.0,100.0,68.4,351.9,82.4,1725.4,51.2,81.5,30300,31.6,0.1,100.0,100.0,1.8,8.0,48.58,2.52,8.0,1.0,95.1,88.0,80.0,97.0,96.0,21195918,2019,High Income,2.4335937499999996,4.921875
South Korea,E4,41.6,129.7,5.6,1.0,35.6,88300.0,0.59,100.0,100.0,70.3,321.8,86.0,1646.7,51.2,81.5,32610,31.6,0.1,100.0,100.0,1.9,8.0,49.14,2.04,5.0,1.0,96.0,90.0,85.0,98.0,97.0,21285858,2020,High Income,2.5332031249999996,3.9843749999999996
South Korea,E5,42.76,134.5,1.1,2.0,37.83,88300.0,0.39,100.0,100.0,68.1,306.1,76.0,1604.0,51.3,81.4,33720,31.6,0.1,100.0,100.0,1.8,8.0,49.26,1.97,1.0,2.0,96.2,87.0,86.0,99.0,97.0,21906172,2021,High Income,2.6218323586744643,3.840155945419103
Spain,E1,29.02,109.4,,,74.0,22600.0,1.3,100.0,100.0,89.7,217.8,,1232.6,46.6,79.6,28430,35.8,0.5,100.0,100.0,1.6,8.3,36.73,9.95,,,78.7,,,94.0,94.0,13542906,2017,High Income,2.347639484978541,21.3519313304721
Spain,E2,30.26,110.5,1.1,4.3,58.59,26884.0,1.08,100.0,100.0,88.9,219.7,94.0,1312.1,46.6,79.8,27530,34.7,0.6,100.0,100.0,1.6,8.3,37.57,9.07,1.0,4.0,80.6,93.0,92.0,94.0,90.0,14112657,2018,High Income,2.371244635193133,19.463519313304722
Spain,E3,31.44,112.6,1.1,2.1,50.84,26859.0,1.08,100.0,100.0,71.2,225.4,92.0,1422.8,46.7,80.1,27060,34.7,0.7,100.0,100.0,1.7,8.1,39.47,7.18,1.0,2.0,84.6,89.0,88.0,97.0,95.0,14668212,2019,High Income,2.4111349036402565,15.374732334047108
Spain,E4,32.5,116.0,5.2,1.0,48.23,26859.0,0.86,100.0,100.0,69.9,221.4,88.0,1393.6,46.7,80.3,29320,34.7,0.5,100.0,100.0,1.7,8.1,40.21,6.49,5.0,1.0,86.1,97.0,92.0,96.0,95.0,15176954,2020,High Income,2.483940042826552,13.897216274089935
Spain,E5,33.41,118.4,8.2,-1.1,44.9,26859.0,1.28,100.0,100.0,78.8,214.8,90.2,1253.0,46.8,80.6,30390,34.7,0.5,100.0,100.0,1.7,8.2,42.4,4.34,8.0,-1.0,90.7,97.0,89.0,92.0,93.0,15590305,2021,High Income,2.5299145299145303,9.273504273504274
Sri Lanka,E1,2.99,114.3,,,91.0,40515.0,0.0,98.6,93.0,14.5,27.6,,82.4,21.0,18.3,3760,39.8,0.3,97.5,17.8,2.1,6.4,2.53,18.38,,,12.1,,,76.0,67.0,625917,2017,Lower-Middle Income,5.442857142857143,87.52380952380952
Sri Lanka,E2,4.24,122.7,17.3,11.8,48.94,44605.0,0.0,100.0,100.0,33.1,28.4,96.0,87.4,21.1,18.3,3810,39.8,0.3,97.5,17.8,2.0,6.5,3.45,17.57,6.9,7.7,16.4,57.5,50.6,76.0,67.0,892184,2018,Lower-Middle Income,5.815165876777251,83.27014218009478
Sri Lanka,E3,5.78,133.5,40.0,11.7,46.92,23349.0,0.48,100.0,100.0,45.5,27.9,90.0,88.4,21.2,18.4,3870,39.8,0.1,99.58,17.8,2.0,6.5,7.21,13.92,14.0,9.0,34.1,35.0,21.0,77.0,68.0,1220504,2019,Lower-Middle Income,6.297169811320755,65.66037735849056
Sri Lanka,E4,7.27,142.7,33.3,19.3,34.65,23349.0,0.47,100.0,100.0,39.7,27.3,100.0,84.0,21.3,18.5,4040,39.8,0.1,99.58,17.8,2.0,6.2,7.21,13.92,15.0,16.0,34.1,45.0,30.0,83.0,67.0,1544313,2020,Lower-Middle Income,6.699530516431924,65.35211267605634
Sri Lanka,E5,7.81,144.3,12.5,10.0,29.82,23349.0,0.0,100.0,100.0,45.3,23.8,94.0,79.6,21.4,18.6,4020,39.8,0.1,99.58,27.6,2.0,6.3,7.21,13.92,5.0,8.0,34.1,40.0,35.0,80.0,72.0,1544313,2021,Lower-Middle Income,6.742990654205609,65.04672897196262
Sudan,E1,0.07,71.8,,,136.0,2230.0,0.0,62.5,21.2,0.0,6.0,,95.6,39.8,33.9,1690,34.2,2.9,53.05,4.0,3.3,2.4,10.35,28.55,,,26.6,,,64.3,55.1,28093,2017,Lower-Middle Income,1.8040201005025127,71.73366834170855
Sudan,E2,0.07,69.8,34.9,16.2,113.26,4108.0,0.0,71.01,31.42,0.0,7.0,94.0,123.1,40.8,34.1,1570,34.2,2.9,56.5,4.0,3.2,2.4,5.62,34.23,5.9,10.8,14.1,16.9,11.0,70.0,59.2,26376,2018,Lower-Middle Income,1.7107843137254903,83.89705882352942
Sudan,E3,0.07,70.2,34.9,15.2,89.8,2094.0,0.36,71.01,31.42,0.0,9.0,72.0,30.9,41.8,34.4,1320,34.2,2.9,59.78,4.0,3.2,2.1,12.6,28.21,5.9,9.9,30.9,16.9,11.0,70.2,60.3,30549,2019,Lower-Middle Income,1.6794258373205744,67.48803827751196
Sudan,E4,0.08,72.0,34.9,11.2,111.03,2094.0,0.24,72.5,33.3,26.9,12.8,92.0,25.0,42.8,34.6,840,34.2,2.9,59.78,4.0,2.9,2.1,12.6,28.21,5.9,7.6,30.9,16.9,11.0,71.3,63.7,31352,2020,Low Income,1.6822429906542058,65.91121495327104
Sudan,E5,0.08,77.1,34.9,14.4,84.8,2094.0,0.0,71.0,34.5,16.0,17.3,82.0,49.7,43.8,34.9,590,34.2,2.9,59.78,4.0,3.0,2.7,12.6,28.21,5.9,10.1,30.9,16.9,11.0,75.1,65.0,31352,2021,Low Income,1.7602739726027397,64.40639269406392
Sweden,E1,35.8,129.4,,,60.0,59900.0,9.14,100.0,100.0,74.8,255.8,,514.7,9.8,86.6,58250,29.6,0.3,100.0,100.0,1.5,9.5,8.85,0.92,,,90.6,,,98.0,96.0,3496240,2017,High Income,13.204081632653061,9.387755102040817
Sweden,E2,37.41,127.5,4.5,0.0,40.59,68042.0,9.0,100.0,100.0,74.4,254.5,86.3,541.1,9.9,86.8,54370,28.8,0.3,100.0,100.0,1.5,9.4,8.82,1.02,4.0,0.0,89.7,89.0,85.0,91.0,91.0,3679768,2018,High Income,12.878787878787879,10.303030303030303
Sweden,E3,38.92,126.4,5.3,1.1,35.73,69473.0,10.09,100.0,100.0,74.6,260.6,92.0,555.6,10.0,87.2,52970,28.8,0.2,100.0,100.0,1.5,9.4,9.22,0.69,5.0,1.0,93.0,94.0,89.0,95.0,94.0,3866353,2019,High Income,12.64,6.8999999999999995
Sweden,E4,39.53,126.6,3.1,-1.0,35.49,69473.0,9.02,100.0,100.0,77.2,261.3,88.0,531.4,10.1,87.4,55620,28.8,0.1,100.0,100.0,1.5,9.4,9.22,0.69,3.0,-1.0,93.0,96.0,93.0,97.0,98.0,3973622,2020,High Income,12.534653465346535,6.831683168316831
Sweden,E5,40.24,128.5,2.0,0.0,33.29,69473.0,7.96,100.0,100.0,71.7,259.3,82.0,524.0,10.1,87.7,55840,28.8,0.1,100.0,100.0,1.5,9.4,9.5,0.55,2.0,0.0,94.5,98.0,96.0,99.0,99.0,3994475,2021,High Income,12.722772277227723,5.445544554455446
Switzerland,E1,44.6,135.5,,,44.0,73023.0,10.82,99.99,100.0,98.7,466.4,,695.6,8.4,73.7,85800,33.0,0.0,100.0,89.1,2.0,9.1,7.28,1.04,,,87.5,,,84.0,81.0,3700563,2017,High Income,16.13095238095238,12.380952380952381
Switzerland,E2,45.06,134.2,2.2,6.7,35.55,78989.0,4.8,100.0,100.0,97.7,458.3,78.9,704.9,8.5,73.7,82110,32.7,0.0,100.0,100.0,1.4,9.1,7.49,0.91,2.0,6.0,89.1,89.0,87.0,89.0,83.0,3775916,2018,High Income,15.788235294117646,10.705882352941176
Switzerland,E3,46.32,131.1,3.3,3.3,32.89,84392.0,7.08,100.0,100.0,100.0,471.0,84.0,736.2,8.5,73.8,81120,32.7,0.0,100.0,100.0,1.4,9.0,7.6,0.87,3.0,3.0,89.7,90.0,87.0,91.0,88.0,3916720,2019,High Income,15.423529411764704,10.23529411764706
Switzerland,E4,45.56,126.5,3.2,5.3,30.59,84392.0,10.53,100.0,100.0,90.0,469.6,84.0,732.2,8.6,73.8,84430,32.7,0.0,100.0,100.0,1.4,9.0,7.6,0.87,3.0,5.0,89.7,95.0,92.0,94.0,89.0,3883878,2020,High Income,14.709302325581396,10.116279069767442
